Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
------------------------------------------------------------------------------------
| Tool Version : Vivado v.2022.1 (lin64) Build 3526262 Mon Apr 18 15:47:01 MDT 2022
| Date         : Wed May 22 19:38:21 2024
| Host         : amy running 64-bit NixOS 23.11 (Tapir)
| Command      : report_utilization -hierarchical -file util_vfpio.csv
| Design       : cyt_top
| Device       : xcu280-fsvh2892-2L-e
| Speed File   : -2L
| Design State : Routed
------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-------------------------------------------------------------------------------------------------------------------------------------------------------+----------------------------------------------------------------------------------------------------------+------------+------------+---------+------+--------+--------+--------+------+------------+
|                                                                        Instance                                                                       |                                                  Module                                                  | Total LUTs | Logic LUTs | LUTRAMs | SRLs |   FFs  | RAMB36 | RAMB18 | URAM | DSP Blocks |
|                   rdpp1_inst                                                                                                                          |                                            axis_data_fifo_req_96_xpm_counter_updn__parameterized1_HD1284 |          4 |          4 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|                   rst_d1_inst                                                                                                                         |                                                            axis_data_fifo_req_96_xpm_fifo_reg_bit_HD1285 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                   wrp_inst                                                                                                                            |                                          axis_data_fifo_req_96_xpm_counter_updn__parameterized0_0_HD1286 |          6 |          6 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|                   wrpp1_inst                                                                                                                          |                                          axis_data_fifo_req_96_xpm_counter_updn__parameterized1_1_HD1287 |          3 |          3 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|                   xpm_fifo_rst_inst                                                                                                                   |                                                                axis_data_fifo_req_96_xpm_fifo_rst_HD1288 |          2 |          2 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|         inst_rd_q_parser                                                                                                                              |                                                                               meta_queue__parameterized3 |         93 |         37 |      56 |    0 |    217 |      0 |      0 |    0 |          0 |
|           (inst_rd_q_parser)                                                                                                                          |                                                                               meta_queue__parameterized3 |          7 |          7 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           inst_meta                                                                                                                                   |                                                                            axis_data_fifo_meta_96_HD1504 |         86 |         30 |      56 |    0 |    217 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                      |                                                  axis_data_fifo_meta_96_axis_data_fifo_v2_0_8_top_HD1505 |         86 |         30 |      56 |    0 |    217 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                  |                                                  axis_data_fifo_meta_96_axis_data_fifo_v2_0_8_top_HD1505 |          0 |          0 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|               gen_fifo.xpm_fifo_axis_inst                                                                                                             |                                                              axis_data_fifo_meta_96_xpm_fifo_axis_HD1506 |         86 |         30 |      56 |    0 |    217 |      0 |      0 |    0 |          0 |
|                 (gen_fifo.xpm_fifo_axis_inst)                                                                                                         |                                                              axis_data_fifo_meta_96_xpm_fifo_axis_HD1506 |          2 |          2 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                 gaxis_rst_sync.xpm_cdc_sync_rst_inst                                                                                                  |                                                           axis_data_fifo_meta_96_xpm_cdc_sync_rst_HD1507 |          0 |          0 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                 xpm_fifo_base_inst                                                                                                                    |                                                              axis_data_fifo_meta_96_xpm_fifo_base_HD1508 |         84 |         28 |      56 |    0 |    213 |      0 |      0 |    0 |          0 |
|                   (xpm_fifo_base_inst)                                                                                                                |                                                              axis_data_fifo_meta_96_xpm_fifo_base_HD1508 |          3 |          3 |       0 |    0 |      7 |      0 |      0 |    0 |          0 |
|                   gen_sdpram.xpm_memory_base_inst                                                                                                     |                                                            axis_data_fifo_meta_96_xpm_memory_base_HD1509 |         56 |          0 |      56 |    0 |    180 |      0 |      0 |    0 |          0 |
|                   rdp_inst                                                                                                                            |                                           axis_data_fifo_meta_96_xpm_counter_updn__parameterized0_HD1510 |         10 |         10 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|                   rdpp1_inst                                                                                                                          |                                           axis_data_fifo_meta_96_xpm_counter_updn__parameterized1_HD1511 |          4 |          4 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|                   rst_d1_inst                                                                                                                         |                                                           axis_data_fifo_meta_96_xpm_fifo_reg_bit_HD1512 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                   wrp_inst                                                                                                                            |                                         axis_data_fifo_meta_96_xpm_counter_updn__parameterized0_0_HD1513 |          6 |          6 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|                   wrpp1_inst                                                                                                                          |                                         axis_data_fifo_meta_96_xpm_counter_updn__parameterized1_1_HD1514 |          3 |          3 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|                   xpm_fifo_rst_inst                                                                                                                   |                                                               axis_data_fifo_meta_96_xpm_fifo_rst_HD1515 |          2 |          2 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|         inst_sTlb                                                                                                                                     |                                                                           tlb_controller__parameterized0 |        330 |        202 |     128 |    0 |    331 |     12 |      0 |    0 |          0 |
|           (inst_sTlb)                                                                                                                                 |                                                                           tlb_controller__parameterized0 |          3 |          3 |       0 |    0 |     92 |      0 |      0 |    0 |          0 |
|           genblk1[0].inst_pt_host                                                                                                                     |                                                                                 ram_tp_c__parameterized0 |         26 |         26 |       0 |    0 |      0 |      3 |      0 |    0 |          0 |
|           genblk1[1].inst_pt_host                                                                                                                     |                                                                              ram_tp_c__parameterized0_25 |         26 |         26 |       0 |    0 |      0 |      3 |      0 |    0 |          0 |
|           genblk1[2].inst_pt_host                                                                                                                     |                                                                              ram_tp_c__parameterized0_26 |         25 |         25 |       0 |    0 |      0 |      3 |      0 |    0 |          0 |
|           genblk1[3].inst_pt_host                                                                                                                     |                                                                              ram_tp_c__parameterized0_27 |         82 |         82 |       0 |    0 |      0 |      3 |      0 |    0 |          0 |
|           inst_data_q                                                                                                                                 |                                                                            axis_data_fifo_128_tlb_HD1438 |        168 |         40 |     128 |    0 |    239 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                      |                                                  axis_data_fifo_128_tlb_axis_data_fifo_v2_0_8_top_HD1439 |        168 |         40 |     128 |    0 |    239 |      0 |      0 |    0 |          0 |
|               gen_fifo.xpm_fifo_axis_inst                                                                                                             |                                                              axis_data_fifo_128_tlb_xpm_fifo_axis_HD1440 |        168 |         40 |     128 |    0 |    239 |      0 |      0 |    0 |          0 |
|                 (gen_fifo.xpm_fifo_axis_inst)                                                                                                         |                                                              axis_data_fifo_128_tlb_xpm_fifo_axis_HD1440 |          2 |          2 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                 gaxis_rst_sync.xpm_cdc_sync_rst_inst                                                                                                  |                                                           axis_data_fifo_128_tlb_xpm_cdc_sync_rst_HD1441 |          0 |          0 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                 xpm_fifo_base_inst                                                                                                                    |                                                              axis_data_fifo_128_tlb_xpm_fifo_base_HD1442 |        166 |         38 |     128 |    0 |    235 |      0 |      0 |    0 |          0 |
|                   (xpm_fifo_base_inst)                                                                                                                |                                                              axis_data_fifo_128_tlb_xpm_fifo_base_HD1442 |          3 |          3 |       0 |    0 |      7 |      0 |      0 |    0 |          0 |
|                   gen_sdpram.xpm_memory_base_inst                                                                                                     |                                                            axis_data_fifo_128_tlb_xpm_memory_base_HD1443 |        128 |          0 |     128 |    0 |    198 |      0 |      0 |    0 |          0 |
|                   rdp_inst                                                                                                                            |                                           axis_data_fifo_128_tlb_xpm_counter_updn__parameterized0_HD1444 |         14 |         14 |       0 |    0 |      6 |      0 |      0 |    0 |          0 |
|                   rdpp1_inst                                                                                                                          |                                           axis_data_fifo_128_tlb_xpm_counter_updn__parameterized1_HD1445 |          6 |          6 |       0 |    0 |      6 |      0 |      0 |    0 |          0 |
|                   rst_d1_inst                                                                                                                         |                                                           axis_data_fifo_128_tlb_xpm_fifo_reg_bit_HD1446 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                   wrp_inst                                                                                                                            |                                         axis_data_fifo_128_tlb_xpm_counter_updn__parameterized0_0_HD1447 |          8 |          8 |       0 |    0 |      6 |      0 |      0 |    0 |          0 |
|                   wrpp1_inst                                                                                                                          |                                         axis_data_fifo_128_tlb_xpm_counter_updn__parameterized1_1_HD1448 |          5 |          5 |       0 |    0 |      6 |      0 |      0 |    0 |          0 |
|                   xpm_fifo_rst_inst                                                                                                                   |                                                               axis_data_fifo_128_tlb_xpm_fifo_rst_HD1449 |          2 |          2 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|         inst_sTlb_slv_0                                                                                                                               |                                                                           tlb_slave_axil__parameterized0 |         35 |         35 |       0 |    0 |    201 |      0 |      0 |    0 |          0 |
|         inst_wr_cred_hdma                                                                                                                             |                                                                           tlb_credits_wr__parameterized0 |         12 |         12 |       0 |    0 |     30 |      0 |      0 |    0 |          0 |
|         inst_wr_parser                                                                                                                                |                                                                               tlb_parser__parameterized0 |        107 |        107 |       0 |    0 |    155 |      0 |      0 |    0 |          0 |
|         inst_wr_q_cred_hdma                                                                                                                           |                                                                            dma_req_queue__parameterized6 |         79 |         31 |      48 |    0 |    208 |      0 |      0 |    0 |          0 |
|           (inst_wr_q_cred_hdma)                                                                                                                       |                                                                            dma_req_queue__parameterized6 |          1 |          1 |       0 |    0 |      7 |      0 |      0 |    0 |          0 |
|           inst_req                                                                                                                                    |                                                                             axis_data_fifo_req_96_HD1313 |         78 |         30 |      48 |    0 |    201 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                      |                                                   axis_data_fifo_req_96_axis_data_fifo_v2_0_8_top_HD1314 |         78 |         30 |      48 |    0 |    201 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                  |                                                   axis_data_fifo_req_96_axis_data_fifo_v2_0_8_top_HD1314 |          0 |          0 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|               gen_fifo.xpm_fifo_axis_inst                                                                                                             |                                                               axis_data_fifo_req_96_xpm_fifo_axis_HD1315 |         78 |         30 |      48 |    0 |    201 |      0 |      0 |    0 |          0 |
|                 (gen_fifo.xpm_fifo_axis_inst)                                                                                                         |                                                               axis_data_fifo_req_96_xpm_fifo_axis_HD1315 |          2 |          2 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                 gaxis_rst_sync.xpm_cdc_sync_rst_inst                                                                                                  |                                                            axis_data_fifo_req_96_xpm_cdc_sync_rst_HD1316 |          0 |          0 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                 xpm_fifo_base_inst                                                                                                                    |                                                               axis_data_fifo_req_96_xpm_fifo_base_HD1317 |         76 |         28 |      48 |    0 |    197 |      0 |      0 |    0 |          0 |
|                   (xpm_fifo_base_inst)                                                                                                                |                                                               axis_data_fifo_req_96_xpm_fifo_base_HD1317 |          3 |          3 |       0 |    0 |      7 |      0 |      0 |    0 |          0 |
|                   gen_sdpram.xpm_memory_base_inst                                                                                                     |                                                             axis_data_fifo_req_96_xpm_memory_base_HD1318 |         48 |          0 |      48 |    0 |    164 |      0 |      0 |    0 |          0 |
|                   rdp_inst                                                                                                                            |                                            axis_data_fifo_req_96_xpm_counter_updn__parameterized0_HD1319 |         10 |         10 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|                   rdpp1_inst                                                                                                                          |                                            axis_data_fifo_req_96_xpm_counter_updn__parameterized1_HD1320 |          4 |          4 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|                   rst_d1_inst                                                                                                                         |                                                            axis_data_fifo_req_96_xpm_fifo_reg_bit_HD1321 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                   wrp_inst                                                                                                                            |                                          axis_data_fifo_req_96_xpm_counter_updn__parameterized0_0_HD1322 |          6 |          6 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|                   wrpp1_inst                                                                                                                          |                                          axis_data_fifo_req_96_xpm_counter_updn__parameterized1_1_HD1323 |          3 |          3 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|                   xpm_fifo_rst_inst                                                                                                                   |                                                                axis_data_fifo_req_96_xpm_fifo_rst_HD1324 |          2 |          2 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|         inst_wr_q_fsm_hdma                                                                                                                            |                                                                            dma_req_queue__parameterized4 |        123 |         75 |      48 |    0 |    208 |      0 |      0 |    0 |          0 |
|           (inst_wr_q_fsm_hdma)                                                                                                                        |                                                                            dma_req_queue__parameterized4 |         45 |         45 |       0 |    0 |      7 |      0 |      0 |    0 |          0 |
|           inst_req                                                                                                                                    |                                                                             axis_data_fifo_req_96_HD1289 |         78 |         30 |      48 |    0 |    201 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                      |                                                   axis_data_fifo_req_96_axis_data_fifo_v2_0_8_top_HD1290 |         78 |         30 |      48 |    0 |    201 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                  |                                                   axis_data_fifo_req_96_axis_data_fifo_v2_0_8_top_HD1290 |          0 |          0 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|               gen_fifo.xpm_fifo_axis_inst                                                                                                             |                                                               axis_data_fifo_req_96_xpm_fifo_axis_HD1291 |         78 |         30 |      48 |    0 |    201 |      0 |      0 |    0 |          0 |
|                 (gen_fifo.xpm_fifo_axis_inst)                                                                                                         |                                                               axis_data_fifo_req_96_xpm_fifo_axis_HD1291 |          2 |          2 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                 gaxis_rst_sync.xpm_cdc_sync_rst_inst                                                                                                  |                                                            axis_data_fifo_req_96_xpm_cdc_sync_rst_HD1292 |          0 |          0 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                 xpm_fifo_base_inst                                                                                                                    |                                                               axis_data_fifo_req_96_xpm_fifo_base_HD1293 |         76 |         28 |      48 |    0 |    197 |      0 |      0 |    0 |          0 |
|                   (xpm_fifo_base_inst)                                                                                                                |                                                               axis_data_fifo_req_96_xpm_fifo_base_HD1293 |          3 |          3 |       0 |    0 |      7 |      0 |      0 |    0 |          0 |
|                   gen_sdpram.xpm_memory_base_inst                                                                                                     |                                                             axis_data_fifo_req_96_xpm_memory_base_HD1294 |         48 |          0 |      48 |    0 |    164 |      0 |      0 |    0 |          0 |
|                   rdp_inst                                                                                                                            |                                            axis_data_fifo_req_96_xpm_counter_updn__parameterized0_HD1295 |         10 |         10 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|                   rdpp1_inst                                                                                                                          |                                            axis_data_fifo_req_96_xpm_counter_updn__parameterized1_HD1296 |          4 |          4 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|                   rst_d1_inst                                                                                                                         |                                                            axis_data_fifo_req_96_xpm_fifo_reg_bit_HD1297 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                   wrp_inst                                                                                                                            |                                          axis_data_fifo_req_96_xpm_counter_updn__parameterized0_0_HD1298 |          6 |          6 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|                   wrpp1_inst                                                                                                                          |                                          axis_data_fifo_req_96_xpm_counter_updn__parameterized1_1_HD1299 |          3 |          3 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|                   xpm_fifo_rst_inst                                                                                                                   |                                                                axis_data_fifo_req_96_xpm_fifo_rst_HD1300 |          2 |          2 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|         inst_wr_q_parser                                                                                                                              |                                                                               meta_queue__parameterized4 |         93 |         37 |      56 |    0 |    217 |      0 |      0 |    0 |          0 |
|           (inst_wr_q_parser)                                                                                                                          |                                                                               meta_queue__parameterized4 |          7 |          7 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           inst_meta                                                                                                                                   |                                                                            axis_data_fifo_meta_96_HD1516 |         86 |         30 |      56 |    0 |    217 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                      |                                                  axis_data_fifo_meta_96_axis_data_fifo_v2_0_8_top_HD1517 |         86 |         30 |      56 |    0 |    217 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                  |                                                  axis_data_fifo_meta_96_axis_data_fifo_v2_0_8_top_HD1517 |          0 |          0 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|               gen_fifo.xpm_fifo_axis_inst                                                                                                             |                                                              axis_data_fifo_meta_96_xpm_fifo_axis_HD1518 |         86 |         30 |      56 |    0 |    217 |      0 |      0 |    0 |          0 |
|                 (gen_fifo.xpm_fifo_axis_inst)                                                                                                         |                                                              axis_data_fifo_meta_96_xpm_fifo_axis_HD1518 |          2 |          2 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                 gaxis_rst_sync.xpm_cdc_sync_rst_inst                                                                                                  |                                                           axis_data_fifo_meta_96_xpm_cdc_sync_rst_HD1519 |          0 |          0 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                 xpm_fifo_base_inst                                                                                                                    |                                                              axis_data_fifo_meta_96_xpm_fifo_base_HD1520 |         84 |         28 |      56 |    0 |    213 |      0 |      0 |    0 |          0 |
|                   (xpm_fifo_base_inst)                                                                                                                |                                                              axis_data_fifo_meta_96_xpm_fifo_base_HD1520 |          3 |          3 |       0 |    0 |      7 |      0 |      0 |    0 |          0 |
|                   gen_sdpram.xpm_memory_base_inst                                                                                                     |                                                            axis_data_fifo_meta_96_xpm_memory_base_HD1521 |         56 |          0 |      56 |    0 |    180 |      0 |      0 |    0 |          0 |
|                   rdp_inst                                                                                                                            |                                           axis_data_fifo_meta_96_xpm_counter_updn__parameterized0_HD1522 |         10 |         10 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|                   rdpp1_inst                                                                                                                          |                                           axis_data_fifo_meta_96_xpm_counter_updn__parameterized1_HD1523 |          4 |          4 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|                   rst_d1_inst                                                                                                                         |                                                           axis_data_fifo_meta_96_xpm_fifo_reg_bit_HD1524 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                   wrp_inst                                                                                                                            |                                         axis_data_fifo_meta_96_xpm_counter_updn__parameterized0_0_HD1525 |          6 |          6 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|                   wrpp1_inst                                                                                                                          |                                         axis_data_fifo_meta_96_xpm_counter_updn__parameterized1_1_HD1526 |          3 |          3 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|                   xpm_fifo_rst_inst                                                                                                                   |                                                               axis_data_fifo_meta_96_xpm_fifo_rst_HD1527 |          2 |          2 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|         nolabel_line593                                                                                                                               |                                                                                                  tlb_mux |         25 |         25 |       0 |    0 |     58 |      0 |      0 |    0 |          0 |
|           (nolabel_line593)                                                                                                                           |                                                                                                  tlb_mux |          1 |          1 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           genblk2[0].inst_seq_que_done                                                                                                                |                                                                          queue_stream__parameterized3_23 |         24 |         24 |       0 |    0 |     58 |      0 |      0 |    0 |          0 |
|             inst_fifo                                                                                                                                 |                                                                                  fifo__parameterized7_24 |         24 |         24 |       0 |    0 |     58 |      0 |      0 |    0 |          0 |
|         nolabel_line594                                                                                                                               |                                                                                  tlb_mux__parameterized0 |         25 |         25 |       0 |    0 |     58 |      0 |      0 |    0 |          0 |
|           (nolabel_line594)                                                                                                                           |                                                                                  tlb_mux__parameterized0 |          1 |          1 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           genblk2[0].inst_seq_que_done                                                                                                                |                                                                             queue_stream__parameterized3 |         24 |         24 |       0 |    0 |     58 |      0 |      0 |    0 |          0 |
|             inst_fifo                                                                                                                                 |                                                                                  fifo__parameterized7_22 |         24 |         24 |       0 |    0 |     58 |      0 |      0 |    0 |          0 |
|       genblk2[0].genblk1[0].inst_cdma_arb_rd                                                                                                          |                                                                                               tlb_assign |         28 |         28 |       0 |    0 |     58 |      0 |      0 |    0 |          0 |
|         inst_seq_que_done                                                                                                                             |                                                                                 queue__parameterized2_20 |         28 |         28 |       0 |    0 |     58 |      0 |      0 |    0 |          0 |
|           inst_fifo                                                                                                                                   |                                                                                  fifo__parameterized7_21 |         28 |         28 |       0 |    0 |     58 |      0 |      0 |    0 |          0 |
|       genblk2[0].genblk1[0].inst_cdma_arb_wr                                                                                                          |                                                                               tlb_assign__parameterized0 |         28 |         28 |       0 |    0 |     58 |      0 |      0 |    0 |          0 |
|         inst_seq_que_done                                                                                                                             |                                                                                    queue__parameterized2 |         28 |         28 |       0 |    0 |     58 |      0 |      0 |    0 |          0 |
|           inst_fifo                                                                                                                                   |                                                                                     fifo__parameterized7 |         28 |         28 |       0 |    0 |     58 |      0 |      0 |    0 |          0 |
|       inst_hdma_arb_rd                                                                                                                                |                                                                                              tlb_arbiter |        122 |        122 |       0 |    0 |    255 |      0 |      0 |    0 |          0 |
|         (inst_hdma_arb_rd)                                                                                                                            |                                                                                              tlb_arbiter |         27 |         27 |       0 |    0 |      3 |      0 |      0 |    0 |          0 |
|         inst_seq_que_done                                                                                                                             |                                                                                 queue__parameterized4_16 |         32 |         32 |       0 |    0 |     58 |      0 |      0 |    0 |          0 |
|           inst_fifo                                                                                                                                   |                                                                                  fifo__parameterized6_19 |         32 |         32 |       0 |    0 |     58 |      0 |      0 |    0 |          0 |
|         inst_seq_que_user                                                                                                                             |                                                                                 queue__parameterized3_17 |         63 |         63 |       0 |    0 |    194 |      0 |      0 |    0 |          0 |
|           inst_fifo                                                                                                                                   |                                                                                  fifo__parameterized9_18 |         63 |         63 |       0 |    0 |    194 |      0 |      0 |    0 |          0 |
|       inst_hdma_arb_wr                                                                                                                                |                                                                              tlb_arbiter__parameterized0 |        121 |        121 |       0 |    0 |    255 |      0 |      0 |    0 |          0 |
|         (inst_hdma_arb_wr)                                                                                                                            |                                                                              tlb_arbiter__parameterized0 |         27 |         27 |       0 |    0 |      3 |      0 |      0 |    0 |          0 |
|         inst_seq_que_done                                                                                                                             |                                                                                 queue__parameterized4_14 |         32 |         32 |       0 |    0 |     58 |      0 |      0 |    0 |          0 |
|           inst_fifo                                                                                                                                   |                                                                                  fifo__parameterized6_15 |         32 |         32 |       0 |    0 |     58 |      0 |      0 |    0 |          0 |
|         inst_seq_que_user                                                                                                                             |                                                                                    queue__parameterized3 |         62 |         62 |       0 |    0 |    194 |      0 |      0 |    0 |          0 |
|           inst_fifo                                                                                                                                   |                                                                                     fifo__parameterized9 |         62 |         62 |       0 |    0 |    194 |      0 |      0 |    0 |          0 |
|       inst_idma_arb                                                                                                                                   |                                                                                          tlb_arbiter_isr |         28 |         28 |       0 |    0 |     58 |      0 |      0 |    0 |          0 |
|         inst_seq_que_done                                                                                                                             |                                                                                 queue__parameterized4_12 |         28 |         28 |       0 |    0 |     58 |      0 |      0 |    0 |          0 |
|           inst_fifo                                                                                                                                   |                                                                                  fifo__parameterized6_13 |         28 |         28 |       0 |    0 |     58 |      0 |      0 |    0 |          0 |
|       inst_sdma_arb                                                                                                                                   |                                                                          tlb_arbiter_isr__parameterized0 |         28 |         28 |       0 |    0 |     58 |      0 |      0 |    0 |          0 |
|         inst_seq_que_done                                                                                                                             |                                                                                    queue__parameterized4 |         28 |         28 |       0 |    0 |     58 |      0 |      0 |    0 |          0 |
|           inst_fifo                                                                                                                                   |                                                                                     fifo__parameterized6 |         28 |         28 |       0 |    0 |     58 |      0 |      0 |    0 |          0 |
|     inst_user_wrapper_0                                                                                                                               |                                                                                    design_user_wrapper_0 |        588 |        588 |       0 |    0 |   4250 |      0 |      0 |    0 |          0 |
