Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
------------------------------------------------------------------------------------
| Tool Version : Vivado v.2022.1 (lin64) Build 3526262 Mon Apr 18 15:47:01 MDT 2022
| Date         : Wed May 22 19:46:56 2024
| Host         : amy running 64-bit NixOS 23.11 (Tapir)
| Command      : report_utilization -hierarchical -file util_coyote.csv
| Design       : cyt_top
| Device       : xcu280-fsvh2892-2L-e
| Speed File   : -2L
| Design State : Routed
------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-------------------------------------------------------------------------------------------------------------------------------------------------------+----------------------------------------------------------------------------------------------------------+------------+------------+---------+------+--------+--------+--------+------+------------+
|                                                                        Instance                                                                       |                                                  Module                                                  | Total LUTs | Logic LUTs | LUTRAMs | SRLs |   FFs  | RAMB36 | RAMB18 | URAM | DSP Blocks |
|               srl[10].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__657 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[11].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__658 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[12].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__659 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[13].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__660 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[14].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__661 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[15].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__662 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[16].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__663 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[17].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__664 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[18].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__665 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[19].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__666 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[1].srl_nx1                                                                                                                          |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__648 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[20].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__667 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[21].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__668 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[22].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__669 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[23].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__670 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[24].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__671 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[25].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__672 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[26].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__673 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[27].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__674 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[28].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__675 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[29].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__676 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[2].srl_nx1                                                                                                                          |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__649 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[30].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__677 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[31].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__678 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[32].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__679 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[3].srl_nx1                                                                                                                          |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__650 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[4].srl_nx1                                                                                                                          |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__651 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[5].srl_nx1                                                                                                                          |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__652 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[67].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__714 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[68].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__715 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[69].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__716 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[6].srl_nx1                                                                                                                          |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__653 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[70].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__717 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[71].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__718 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[76].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__723 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[77].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__724 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[78].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__725 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[79].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__726 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[7].srl_nx1                                                                                                                          |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__654 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[80].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__727 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[81].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__728 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[82].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__729 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[83].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__730 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[8].srl_nx1                                                                                                                          |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__655 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[9].srl_nx1                                                                                                                          |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__656 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|           b12.slr_master_b                                                                                                                            |                          design_hbm_slice_2_1_axi_register_slice_v2_1_26_dest_region_slr__parameterized1 |          8 |          8 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|             (b12.slr_master_b)                                                                                                                        |                          design_hbm_slice_2_1_axi_register_slice_v2_1_26_dest_region_slr__parameterized1 |          0 |          0 |       0 |    0 |      3 |      0 |      0 |    0 |          0 |
|             common.srl_fifo_0                                                                                                                         |                        design_hbm_slice_2_1_axi_register_slice_v2_1_26_axic_reg_srl_fifo__parameterized1 |          8 |          8 |       0 |    0 |      7 |      0 |      0 |    0 |          0 |
|           b12.slr_slave_b                                                                                                                             |                        design_hbm_slice_2_1_axi_register_slice_v2_1_26_source_region_slr__parameterized1 |          1 |          1 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|           r12.slr_master_r                                                                                                                            |                          design_hbm_slice_2_1_axi_register_slice_v2_1_26_dest_region_slr__parameterized2 |        536 |        277 |       0 |  259 |    536 |      0 |      0 |    0 |          0 |
|             (r12.slr_master_r)                                                                                                                        |                          design_hbm_slice_2_1_axi_register_slice_v2_1_26_dest_region_slr__parameterized2 |          1 |          1 |       0 |    0 |    262 |      0 |      0 |    0 |          0 |
|             common.srl_fifo_0                                                                                                                         |                        design_hbm_slice_2_1_axi_register_slice_v2_1_26_axic_reg_srl_fifo__parameterized2 |        535 |        276 |       0 |  259 |    274 |      0 |      0 |    0 |          0 |
|               (common.srl_fifo_0)                                                                                                                     |                        design_hbm_slice_2_1_axi_register_slice_v2_1_26_axic_reg_srl_fifo__parameterized2 |        276 |        276 |       0 |    0 |    274 |      0 |      0 |    0 |          0 |
|               srl[0].srl_nx1                                                                                                                          |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__388 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[100].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__488 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[101].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__489 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[102].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__490 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[103].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__491 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[104].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__492 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[105].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__493 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[106].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__494 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[107].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__495 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[108].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__496 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[109].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__497 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[10].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__398 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[110].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__498 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[111].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__499 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[112].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__500 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[113].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__501 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[114].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__502 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[115].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__503 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[116].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__504 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[117].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__505 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[118].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__506 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[119].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__507 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[11].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__399 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[120].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__508 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[121].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__509 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[122].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__510 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[123].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__511 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[124].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__512 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[125].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__513 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[126].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__514 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[127].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__515 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[128].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__516 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[129].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__517 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[12].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__400 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[130].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__518 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[131].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__519 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[132].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__520 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[133].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__521 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[134].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__522 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[135].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__523 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[136].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__524 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[137].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__525 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[138].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__526 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[139].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__527 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[13].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__401 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[140].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__528 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[141].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__529 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[142].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__530 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[143].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__531 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[144].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__532 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[145].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__533 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[146].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__534 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[147].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__535 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[148].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__536 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[149].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__537 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[14].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__402 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[150].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__538 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[151].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__539 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[152].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__540 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[153].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__541 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[154].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__542 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[155].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__543 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[156].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__544 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[157].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__545 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[158].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__546 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[159].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__547 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[15].srl_nx1                                                                                                                         |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__403 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[160].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__548 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[161].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__549 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[162].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__550 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[163].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__551 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[164].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__552 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[165].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__553 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[166].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__554 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[167].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__555 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|               srl[168].srl_nx1                                                                                                                        |                                             design_hbm_slice_2_1_axi_register_slice_v2_1_26_srl_rtl__556 |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
